Match ID,Match Date,Stadium,Home Team,Home Points,Guest Team,Guest Points
7371,2023-12-30,stab vélodrome,tourcoing,3,montpellier,1
7372,2023-12-30,lawson body,poitiers,3,narbonne,1
7373,2023-12-30,palestra,chaumont,3,toulouse,2
7374,2023-12-30,trocardière,nantes rezé,3,plessis-robinson,0
7375,2023-12-30,coubertin,st-nazaire,3,saint-jean d'illac,0
7376,2023-12-30,robert grenon,tours,3,sète,0
7377,2023-12-30,pierre charpy,paris,3,nice,0
7379,2024-01-03,pierre favre,saint-jean d'illac,0,nantes rezé,3
7378,2024-01-03,arena,narbonne,2,chaumont,3
7380,2024-01-03,louis marty,sète,3,montpellier,1
7384,2024-01-03,gianmarchi-palmeira,nice,0,st-nazaire,3
7381,2024-01-03,robert grenon,tours,3,paris,0
7382,2024-01-03,andré brouat,toulouse,2,poitiers,3
7383,2024-01-03,espace omnisports,plessis-robinson,3,tourcoing,0
7387,2024-01-05,trocardière,nantes rezé,3,toulouse,1
7390,2024-01-06,chaban delmas,montpellier,3,saint-jean d'illac,1
7385,2024-01-06,stab vélodrome,tourcoing,2,paris,3
7386,2024-01-06,lawson body,poitiers,3,nice,2
7388,2024-01-06,arena,narbonne,1,st-nazaire,3
7389,2024-01-06,palestra,chaumont,2,tours,3
7391,2024-01-07,louis marty,sète,2,plessis-robinson,3
7392,2024-01-12,andré brouat,toulouse,3,sète,1
7398,2024-01-13,pierre charpy,paris,1,poitiers,3
7393,2024-01-13,espace omnisports,plessis-robinson,3,narbonne,1
7394,2024-01-13,pierre favre,saint-jean d'illac,1,chaumont,3
7397,2024-01-13,gianmarchi-palmeira,nice,0,tourcoing,3
7395,2024-01-13,robert grenon,tours,3,nantes rezé,0
7396,2024-01-13,coubertin,st-nazaire,2,montpellier,3
7405,2024-01-19,coubertin,st-nazaire,2,nantes rezé,3
7399,2024-01-20,andré brouat,toulouse,1,paris,3
7400,2024-01-20,salle maréchal,tourcoing,3,saint-jean d'illac,1
7401,2024-01-20,louis marty,sète,0,narbonne,3
7402,2024-01-20,lawson body,poitiers,1,tours,3
7403,2024-01-20,chaban delmas,montpellier,3,nice,0
7404,2024-01-20,palestra,chaumont,2,plessis-robinson,3
7409,2024-01-26,lawson body,poitiers,0,tourcoing,3
7412,2024-01-27,pierre charpy,paris,3,st-nazaire,0
7406,2024-01-27,robert grenon,tours,3,toulouse,0
7407,2024-01-27,espace omnisports,plessis-robinson,3,montpellier,1
7408,2024-01-27,pierre favre,saint-jean d'illac,3,narbonne,2
7410,2024-01-27,gianmarchi-palmeira,nice,3,sète,2
7411,2024-01-27,trocardière,nantes rezé,0,chaumont,3
7417,2024-02-02,chaban delmas,montpellier,3,toulouse,0
7413,2024-02-03,pierre favre,saint-jean d'illac,0,paris,3
7414,2024-02-03,louis marty,sète,3,poitiers,1
7416,2024-02-03,arena,narbonne,0,tours,3
7415,2024-02-03,palestra,chaumont,3,nice,0
7418,2024-02-03,coubertin,st-nazaire,2,plessis-robinson,3
7419,2024-02-03,trocardière,nantes rezé,1,tourcoing,3
7420,2024-02-09,andré brouat,toulouse,3,chaumont,0
7426,2024-02-10,pierre charpy,paris,3,montpellier,0
7421,2024-02-10,espace omnisports,plessis-robinson,2,nantes rezé,3
7422,2024-02-10,salle maréchal,tourcoing,3,tours,2
7425,2024-02-10,gianmarchi-palmeira,nice,3,narbonne,0
7423,2024-02-10,louis marty,sète,3,st-nazaire,2
7424,2024-02-10,lawson body,poitiers,3,saint-jean d'illac,0
7429,2024-02-16,chaban delmas,montpellier,3,tourcoing,1
7427,2024-02-17,espace omnisports,plessis-robinson,1,paris,3
7428,2024-02-17,pierre favre,saint-jean d'illac,1,toulouse,3
7430,2024-02-17,coubertin,st-nazaire,3,poitiers,0
7431,2024-02-17,robert grenon,tours,3,nice,1
7432,2024-02-17,palestra,chaumont,3,sète,1
7433,2024-02-17,trocardière,nantes rezé,3,narbonne,1
7435,2024-02-23,stab vélodrome,tourcoing,0,chaumont,3
7434,2024-02-24,andré brouat,toulouse,3,st-nazaire,2
7439,2024-02-24,pierre charpy,paris,3,narbonne,0
7437,2024-02-24,gianmarchi-palmeira,nice,1,nantes rezé,3
7436,2024-02-24,lawson body,poitiers,0,montpellier,3
7438,2024-02-24,robert grenon,tours,3,plessis-robinson,0
7440,2024-02-25,louis marty,sète,3,saint-jean d'illac,0
7446,2024-03-01,trocardière,nantes rezé,3,paris,0
7441,2024-03-02,espace omnisports,plessis-robinson,1,nice,3
7442,2024-03-02,stab vélodrome,tourcoing,3,sète,0
7443,2024-03-02,pierre favre,saint-jean d'illac,3,st-nazaire,2
7444,2024-03-02,arena,narbonne,2,toulouse,3
7445,2024-03-02,chaban delmas,montpellier,3,tours,0
7447,2024-03-02,palestra,chaumont,3,poitiers,0
7454,2024-03-08,coubertin,st-nazaire,2,tourcoing,3
7448,2024-03-09,andré brouat,toulouse,3,plessis-robinson,0
7453,2024-03-09,pierre charpy,paris,2,chaumont,3
7451,2024-03-09,gianmarchi-palmeira,nice,3,saint-jean d'illac,0
7449,2024-03-09,louis marty,sète,3,tours,1
7450,2024-03-09,lawson body,poitiers,1,nantes rezé,3
7452,2024-03-09,arena,narbonne,1,montpellier,3
7458,2024-03-15,palestra,chaumont,3,montpellier,0
7455,2024-03-16,espace omnisports,plessis-robinson,3,saint-jean d'illac,0
7456,2024-03-16,stab vélodrome,tourcoing,2,toulouse,3
7457,2024-03-16,gianmarchi-palmeira,nice,2,paris,3
7461,2024-03-16,arena,narbonne,3,poitiers,0
7459,2024-03-16,trocardière,nantes rezé,3,sète,1
7460,2024-03-16,robert grenon,tours,3,st-nazaire,0
7462,2024-03-23,pierre charpy,paris,3,sète,0
7463,2024-03-23,lawson body,poitiers,3,plessis-robinson,1
7464,2024-03-23,chaban delmas,montpellier,3,nantes rezé,2
7465,2024-03-23,andré brouat,toulouse,3,nice,1
7466,2024-03-23,stab vélodrome,tourcoing,3,narbonne,0
7467,2024-03-23,palais des sports - bordeaux,saint-jean d'illac,1,tours,3
7468,2024-03-23,coubertin,st-nazaire,3,chaumont,1
7674,2024-03-26,palestra,chaumont,3,paris,1
7675,2024-03-26,trocardière,nantes rezé,1,st-nazaire,3
7676,2024-03-26,stab vélodrome,tourcoing,3,toulouse,1
7677,2024-03-26,robert grenon,tours,3,montpellier,2
7680,2024-04-03,salle maréchal,tourcoing,3,toulouse,1
7678,2024-04-03,palestra,chaumont,3,paris,1
7679,2024-04-03,trocardière,nantes rezé,0,st-nazaire,3
7681,2024-04-03,robert grenon,tours,3,montpellier,1
7682,2024-04-06,pierre charpy,paris,0,chaumont,3
7684,2024-04-06,andré brouat,toulouse,3,tourcoing,0
7683,2024-04-06,coubertin,st-nazaire,3,nantes rezé,2
7685,2024-04-06,chaban delmas,montpellier,2,tours,3
7699,2024-04-08,andré brouat,toulouse,3,tourcoing,2
7701,2024-04-11,stab vélodrome,tourcoing,3,toulouse,1
7707,2024-04-14,palestra,chaumont,2,tours,3
7708,2024-04-14,stab vélodrome,tourcoing,1,st-nazaire,3
7709,2024-04-17,robert grenon,tours,3,chaumont,1
7710,2024-04-17,coubertin,st-nazaire,1,tourcoing,3
7715,2024-04-20,stab vélodrome,tourcoing,1,st-nazaire,3
7718,2024-04-24,coubertin,st-nazaire,3,tours,1
7719,2024-04-28,robert grenon,tours,3,st-nazaire,2
