Match ID,Match Date,Stadium,Home Team,Home Points,Guest Team,Guest Points
4789,2020-11-25,pierre dumortier,tourcoing,3,narbonne,1
4793,2020-12-01,vanpoulle,cambrai,3,paris,1
4792,2021-01-12,chaban delmas,montpellier,3,poitiers,0
4790,2021-01-20,robert grenon,tours,3,sète,0
4795,2020-12-01,louis marty,sète,0,cannes,3
4801,2020-12-01,u palatinu,ajaccio,2,nantes rezé,3
4799,2020-12-15,palais du travail,narbonne,3,cambrai,0
4797,2021-01-05,robert grenon,tours,2,montpellier,3
4798,2021-01-17,lawson body,poitiers,3,toulouse,0
4800,2021-01-19,pierre charpy,paris,0,chaumont,3
4796,2021-01-27,gianmarchi-palmeira,nice,0,tourcoing,3
4806,2020-11-14,palais des victoires,cannes,3,toulouse,1
4803,2020-11-14,arthur dugast,nantes rezé,1,narbonne,3
4805,2020-11-15,chaban delmas,montpellier,3,cambrai,0
4808,2020-11-15,u palatinu,ajaccio,1,sète,3
4802,2020-12-02,pierre dumortier,tourcoing,3,poitiers,0
4804,2021-01-12,jean masson,chaumont,1,tours,3
4807,2021-01-16,pierre charpy,paris,3,nice,1
4812,2020-11-20,lawson body,poitiers,2,cannes,3
4810,2020-11-20,gianmarchi-palmeira,nice,3,ajaccio,0
4814,2020-11-21,arena,narbonne,0,montpellier,3
4809,2020-11-21,louis marty,sète,3,tourcoing,0
4815,2020-11-21,vanpoulle,cambrai,3,nantes rezé,0
4813,2020-11-22,robert grenon,tours,3,paris,1
4811,2020-12-16,andré brouat,toulouse,0,chaumont,3
4816,2020-11-27,louis marty,sète,0,toulouse,3
4820,2020-11-27,pierre charpy,paris,1,ajaccio,3
4818,2020-11-28,pierre dumortier,tourcoing,3,chaumont,2
4817,2020-11-28,palais des victoires,cannes,3,nice,1
4822,2020-11-28,palais du travail,narbonne,2,tours,3
4819,2020-11-28,arthur dugast,nantes rezé,0,montpellier,3
4821,2020-11-28,vanpoulle,cambrai,3,poitiers,1
4823,2020-12-04,andré brouat,toulouse,1,paris,3
4824,2020-12-04,gianmarchi-palmeira,nice,3,sète,2
4827,2020-12-05,chaban delmas,montpellier,3,tourcoing,0
4829,2020-12-05,u palatinu,ajaccio,1,narbonne,3
4826,2020-12-05,jean masson,chaumont,2,cannes,3
4828,2020-12-05,robert grenon,tours,1,cambrai,3
4825,2020-12-05,lawson body,poitiers,3,nantes rezé,0
4836,2020-12-08,chaban delmas,montpellier,3,chaumont,1
4833,2020-12-08,palais du travail,narbonne,3,toulouse,0
4830,2020-12-08,vanpoulle,cambrai,3,nice,2
4831,2020-12-08,palais des victoires,cannes,3,ajaccio,0
4832,2020-12-08,arthur dugast,nantes rezé,2,sète,3
4834,2020-12-08,pierre charpy,paris,3,poitiers,2
4835,2021-01-17,pierre dumortier,tourcoing,3,tours,1
4840,2020-12-12,palais des victoires,cannes,3,paris,2
4843,2020-12-12,jean masson,chaumont,3,cambrai,2
4837,2020-12-12,andré brouat,toulouse,3,tourcoing,0
4838,2020-12-12,louis marty,sète,0,montpellier,3
4841,2020-12-12,lawson body,poitiers,3,narbonne,1
4839,2020-12-12,gianmarchi-palmeira,nice,2,nantes rezé,3
4842,2020-12-13,u palatinu,ajaccio,0,tours,3
4844,2020-12-18,lawson body,poitiers,3,ajaccio,1
4845,2020-12-18,palais du travail,narbonne,3,nice,0
4846,2020-12-18,vanpoulle,cambrai,3,tourcoing,0
4849,2020-12-19,pierre charpy,paris,3,nantes rezé,2
4847,2020-12-19,jean masson,chaumont,3,sète,1
4850,2020-12-19,robert grenon,tours,3,toulouse,0
4848,2021-01-17,chaban delmas,montpellier,3,cannes,0
4851,2020-12-22,andré brouat,toulouse,3,cambrai,2
4853,2020-12-22,palais des victoires,cannes,0,narbonne,3
4856,2020-12-22,u palatinu,ajaccio,0,chaumont,3
4857,2020-12-22,arthur dugast,nantes rezé,0,tours,3
4855,2020-12-22,gianmarchi-palmeira,nice,2,montpellier,3
4852,2020-12-23,louis marty,sète,3,poitiers,0
4854,2020-12-23,pierre dumortier,tourcoing,2,paris,3
4858,2021-01-22,pierre dumortier,tourcoing,3,nice,0
4859,2021-01-22,pierre charpy,paris,3,sète,1
4863,2021-01-23,chaban delmas,montpellier,3,ajaccio,0
4860,2021-01-23,arthur dugast,nantes rezé,2,toulouse,3
4862,2021-01-23,jean masson,chaumont,3,poitiers,2
4864,2021-01-23,robert grenon,tours,2,cannes,3
4861,2021-03-05,vanpoulle,cambrai,1,narbonne,3
4871,2021-01-29,u palatinu,ajaccio,0,tourcoing,3
4867,2021-01-29,lawson body,poitiers,3,montpellier,2
4868,2021-01-30,louis marty,sète,3,tours,0
4865,2021-01-30,palais des victoires,cannes,3,nantes rezé,0
4870,2021-01-30,palais du travail,narbonne,0,chaumont,3
4869,2021-01-31,pierre charpy,paris,1,cambrai,3
4866,2021-01-31,andré brouat,toulouse,3,nice,2
4872,2021-02-05,louis marty,sète,3,ajaccio,0
4873,2021-02-05,gianmarchi-palmeira,nice,0,paris,3
4876,2021-02-06,chaban delmas,montpellier,3,narbonne,2
4875,2021-02-06,jean masson,chaumont,3,toulouse,1
4877,2021-02-06,pierre dumortier,tourcoing,0,cannes,3
4878,2021-02-06,robert grenon,tours,3,poitiers,1
4874,2021-02-07,arthur dugast,nantes rezé,2,cambrai,3
4879,2021-02-12,gianmarchi-palmeira,nice,0,cannes,3
4881,2021-02-12,pierre charpy,paris,1,montpellier,3
4880,2021-02-13,lawson body,poitiers,3,tourcoing,1
4882,2021-02-13,u palatinu,ajaccio,3,toulouse,1
4884,2021-02-13,palais du travail,narbonne,3,nantes rezé,1
4883,2021-02-13,vanpoulle,cambrai,3,sète,1
4885,2021-03-05,robert grenon,tours,1,chaumont,3
4887,2021-02-16,louis marty,sète,3,narbonne,0
4889,2021-02-16,palais des victoires,cannes,0,cambrai,3
4891,2021-02-16,pierre dumortier,tourcoing,3,nantes rezé,1
4892,2021-02-16,chaban delmas,montpellier,3,tours,0
4890,2021-02-16,jean masson,chaumont,1,paris,3
4886,2021-02-17,andré brouat,toulouse,1,poitiers,3
4888,2021-03-05,u palatinu,ajaccio,3,nice,2
4895,2021-02-19,pierre dumortier,tourcoing,0,montpellier,3
4893,2021-02-19,gianmarchi-palmeira,nice,3,chaumont,2
4894,2021-02-20,palais des victoires,cannes,3,sète,2
4896,2021-02-20,arthur dugast,nantes rezé,3,poitiers,2
4898,2021-02-20,palais du travail,narbonne,3,ajaccio,1
4897,2021-02-20,pierre charpy,paris,0,toulouse,3
4899,2021-02-20,vanpoulle,cambrai,3,tours,2
4901,2021-02-26,lawson body,poitiers,3,cambrai,2
4902,2021-02-26,andré brouat,toulouse,0,cannes,3
4900,2021-02-27,louis marty,sète,3,nice,1
4904,2021-02-27,u palatinu,ajaccio,0,paris,3
4903,2021-02-27,robert grenon,tours,1,narbonne,3
4905,2021-02-27,jean masson,chaumont,3,tourcoing,1
4906,2021-03-07,chaban delmas,montpellier,3,nantes rezé,1
4909,2021-03-09,palais du travail,narbonne,2,poitiers,3
4913,2021-03-09,pierre charpy,paris,0,tours,3
4908,2021-03-10,arthur dugast,nantes rezé,3,nice,1
4911,2021-03-10,palais des victoires,cannes,2,chaumont,3
4910,2021-03-10,pierre dumortier,tourcoing,3,toulouse,0
4912,2021-03-10,chaban delmas,montpellier,3,sète,2
4907,2021-03-10,vanpoulle,cambrai,1,ajaccio,3
4916,2021-03-13,louis marty,sète,3,nantes rezé,2
4918,2021-03-13,u palatinu,ajaccio,0,cannes,3
4915,2021-03-13,lawson body,poitiers,3,paris,2
4920,2021-03-13,jean masson,chaumont,3,montpellier,1
4914,2021-03-13,andré brouat,toulouse,1,narbonne,3
4917,2021-03-13,gianmarchi-palmeira,nice,3,cambrai,0
4919,2021-03-13,robert grenon,tours,3,tourcoing,2
4922,2021-03-19,pierre dumortier,tourcoing,1,sète,3
4921,2021-03-19,gianmarchi-palmeira,nice,0,tours,3
4923,2021-03-20,arthur dugast,nantes rezé,3,ajaccio,1
4924,2021-03-20,palais des victoires,cannes,3,poitiers,1
4925,2021-03-20,vanpoulle,cambrai,3,chaumont,2
4926,2021-03-20,chaban delmas,montpellier,3,toulouse,0
4927,2021-03-21,palais du travail,narbonne,3,paris,1
4929,2021-03-27,palais du travail,narbonne,3,tourcoing,0
4930,2021-03-27,pierre charpy,paris,1,cannes,3
4931,2021-03-27,lawson body,poitiers,3,nice,0
4932,2021-03-27,andré brouat,toulouse,1,sète,3
4933,2021-03-27,robert grenon,tours,3,ajaccio,0
5282,2021-04-03,lawson body,poitiers,0,montpellier,3
5283,2021-04-03,pierre dumortier,tourcoing,2,cannes,3
5285,2021-04-03,robert grenon,tours,2,chaumont,3
5284,2021-04-03,vanpoulle,cambrai,3,narbonne,0
5286,2021-04-10,chaban delmas,montpellier,3,poitiers,0
5287,2021-04-10,palais des victoires,cannes,1,tourcoing,3
5288,2021-04-10,palais du travail,narbonne,1,cambrai,3
5289,2021-04-10,jean masson,chaumont,3,tours,0
5291,2021-04-11,palais des victoires,cannes,3,tourcoing,2
5302,2021-04-14,vanpoulle,cambrai,1,cannes,3
5301,2021-04-14,jean masson,chaumont,3,montpellier,1
5303,2021-04-17,chaban delmas,montpellier,3,chaumont,1
5304,2021-04-17,palais des victoires,cannes,3,cambrai,2
5305,2021-04-18,chaban delmas,montpellier,2,chaumont,3
5310,2021-04-21,jean masson,chaumont,3,cannes,1
5311,2021-04-24,palais des victoires,cannes,3,chaumont,2
5312,2021-04-25,palais des victoires,cannes,3,chaumont,2
