league,match_id,season,date,teamA,teamB,scoreA,scoreB,setA_1,setA_2,setA_3,setA_4,setA_5,setB_1,setB_2,setB_3,setB_4,setB_5
Nation's League,18907,2024,2024-06-08,POL,BRA,1,3,21,17,25,23,,25,25,21,25,
Nation's League,18908,2024,2024-06-08,JPN,SLO,3,1,25,19,26,25,,23,25,24,21,
Nation's League,18909,2024,2024-06-08,CUB,FRA,3,2,25,20,23,25,15,18,25,25,22,10
Nation's League,18910,2024,2024-06-08,CAN,USA,3,1,25,19,26,28,,16,25,24,26,
Nation's League,18911,2024,2024-06-09,SRB,ARG,2,3,26,18,25,25,13,28,25,18,22,15
Nation's League,18912,2024,2024-06-09,TUR,GER,2,3,22,44,23,25,12,25,42,25,19,15
Nation's League,18913,2024,2024-06-09,BUL,SLO,0,3,23,14,21,,,25,25,25,,
Nation's League,18914,2024,2024-06-09,ITA,NED,3,0,25,25,25,,,18,15,21,,
Nation's League,18915,2024,2024-06-09,ARG,FRA,2,3,19,17,25,28,9,25,25,22,26,15
Nation's League,18916,2024,2024-06-09,CAN,SRB,1,3,25,20,18,23,,21,25,25,25,
Nation's League,18917,2024,2024-06-18,NED,BRA,1,3,26,23,29,20,,24,25,31,25,
Nation's League,18918,2024,2024-06-18,CAN,JPN,3,2,25,20,25,20,15,21,25,15,25,10
Nation's League,18919,2024,2024-06-18,BUL,TUR,3,1,27,25,12,25,,25,20,25,22,
Nation's League,18920,2024,2024-06-18,SLO,ARG,3,0,25,25,29,,,23,22,27,,
Nation's League,18921,2024,2024-06-19,GER,FRA,3,1,25,25,25,25,,23,27,20,23,
Nation's League,18922,2024,2024-06-19,IRI,USA,3,2,26,25,25,26,15,28,23,18,28,13
Nation's League,18923,2024,2024-06-19,CUB,SRB,2,3,25,25,16,21,12,22,21,25,25,15
Nation's League,18924,2024,2024-06-19,ITA,POL,0,3,22,21,22,,,25,25,25,,
Nation's League,18925,2024,2024-06-20,GER,CAN,0,3,19,18,21,,,25,25,25,,
Nation's League,18926,2024,2024-06-20,IRI,NED,3,2,25,22,25,20,15,22,25,21,25,10
Nation's League,18927,2024,2024-06-20,BRA,USA,2,3,21,25,21,25,9,25,18,25,22,15
Nation's League,18928,2024,2024-06-20,TUR,ARG,0,3,17,18,20,,,25,25,25,,
Nation's League,18929,2024,2024-06-20,BUL,ITA,0,3,25,20,21,,,27,25,25,,
Nation's League,18930,2024,2024-06-20,CUB,SLO,2,3,22,25,21,31,8,25,20,25,29,15
Nation's League,18931,2024,2024-06-21,IRI,FRA,0,3,21,17,20,,,25,25,25,,
Nation's League,18932,2024,2024-06-21,CAN,BRA,3,0,26,25,26,,,24,19,24,,
Nation's League,18933,2024,2024-06-21,NED,JPN,0,3,18,19,20,,,25,25,25,,
Nation's League,18934,2024,2024-06-21,ARG,POL,0,3,19,18,22,,,25,25,25,,
Nation's League,18935,2024,2024-06-21,BUL,CUB,0,3,18,20,18,,,25,25,25,,
Nation's League,18936,2024,2024-06-21,TUR,SRB,1,3,25,19,23,21,,20,25,25,25,
Nation's League,18937,2024,2024-06-22,GER,USA,1,3,23,25,24,23,,25,21,26,25,
Nation's League,18938,2024,2024-06-22,CAN,NED,3,2,21,25,28,14,15,25,22,26,25,9
Nation's League,18939,2024,2024-06-22,FRA,JPN,2,3,25,25,16,23,10,17,19,25,25,15
Nation's League,18940,2024,2024-06-22,BUL,ARG,0,3,22,17,20,,,25,25,25,,
Nation's League,18941,2024,2024-06-22,SRB,POL,2,3,21,25,18,25,11,25,21,25,22,15
Nation's League,18942,2024,2024-06-22,SLO,ITA,3,0,25,25,25,,,19,21,19,,
Nation's League,18943,2024,2024-06-23,GER,IRI,3,0,25,25,25,,,20,23,20,,
Nation's League,18944,2024,2024-06-23,FRA,BRA,3,2,25,27,13,25,18,23,29,25,19,16
Nation's League,18945,2024,2024-06-23,JPN,USA,3,0,25,25,25,,,20,23,19,,
Nation's League,18946,2024,2024-06-23,CUB,POL,0,3,17,20,20,,,25,25,25,,
Nation's League,18947,2024,2024-06-23,TUR,ITA,1,3,21,26,19,21,,25,24,25,25,
Nation's League,18948,2024,2024-06-23,SRB,SLO,2,3,13,27,14,25,12,25,25,25,22,15
Nation's League,18949,2024,2024-06-27,JPN,CAN,3,0,26,25,26,,,24,18,24,,
Nation's League,18950,2024,2024-06-27,POL,BRA,3,1,18,25,25,25,,25,23,22,16,
Nation's League,18951,2024,2024-06-28,ITA,FRA,2,3,25,20,25,22,11,19,25,22,25,15
Nation's League,18952,2024,2024-06-28,SLO,ARG,3,2,19,25,17,29,15,25,17,25,27,7
Nation's League,18953,2024,2024-06-29,POL,FRA,2,3,25,22,23,25,16,22,25,25,20,18
Nation's League,18954,2024,2024-06-29,SLO,JPN,0,3,21,25,29,,,25,27,31,,
Nation's League,18955,2024,2024-06-30,SLO,POL,0,3,24,16,17,,,26,25,25,,
Nation's League,18956,2024,2024-06-30,JPN,FRA,1,3,23,25,23,23,,25,18,25,25,
Plusliga,1102760,2024,2023-10-25,Enea Czarni Radom,Trefl Gdańsk,1,3,37,22,25,20,0,39,25,22,25,0
Plusliga,1102761,2024,2023-10-24,PGE GiEK Skra Bełchatów,KGHM Cuprum Lubin,3,2,23,25,29,25,15,25,27,27,16,10
Plusliga,1102762,2024,2023-10-26,BOGDANKA LUK Lublin,Barkom Każany Lwów,2,3,21,32,25,22,13,25,30,15,25,15
Plusliga,1102763,2024,2023-10-25,Projekt Warszawa,GKS Katowice,3,0,25,25,26,0,0,18,22,24,0,0
Plusliga,1102764,2024,2023-10-26,Ślepsk Malow Suwałki,Asseco Resovia Rzeszów,0,3,21,19,21,0,0,25,25,25,0,0
Plusliga,1102765,2024,2023-11-09,Aluron CMC Warta Zawiercie,Exact Systems Hemarpol Częstochowa,3,0,25,25,25,0,0,22,22,14,0,0
Plusliga,1102766,2024,2023-10-24,Jastrzębski Węgiel,Indykpol AZS Olsztyn,3,1,25,25,25,25,0,27,20,17,12,0
Plusliga,1102767,2024,2023-10-24,Grupa Azoty ZAKSA Kędzierzyn-Koźle,PSG Stal Nysa,3,2,23,21,25,25,24,25,25,21,22,22
Plusliga,1102768,2024,2023-10-21,Grupa Azoty ZAKSA Kędzierzyn-Koźle,PGE GiEK Skra Bełchatów,3,1,25,25,22,25,0,20,19,25,20,0
Plusliga,1102769,2024,2023-10-20,PSG Stal Nysa,Jastrzębski Węgiel,0,3,19,28,22,0,0,25,30,25,0,0
Plusliga,1102770,2024,2023-10-21,Indykpol AZS Olsztyn,Aluron CMC Warta Zawiercie,3,1,23,27,26,27,0,25,25,24,25,0
Plusliga,1102771,2024,2023-10-23,Exact Systems Hemarpol Częstochowa,Ślepsk Malow Suwałki,1,3,23,19,25,16,0,25,25,20,25,0
Plusliga,1102772,2024,2023-10-22,Asseco Resovia Rzeszów,Projekt Warszawa,1,3,25,19,19,17,0,21,25,25,25,0
Plusliga,1102773,2024,2023-10-22,GKS Katowice,Trefl Gdańsk,0,3,22,20,18,0,0,25,25,25,0,0
Plusliga,1102774,2024,2023-10-20,BOGDANKA LUK Lublin,Enea Czarni Radom,3,0,26,25,25,0,0,24,17,19,0,0
Plusliga,1102775,2024,2023-10-21,KGHM Cuprum Lubin,Barkom Każany Lwów,3,0,37,25,25,0,0,35,20,17,0,0
Plusliga,1102776,2024,2023-10-28,Enea Czarni Radom,Projekt Warszawa,0,3,19,21,21,0,0,25,25,25,0,0
Plusliga,1102777,2024,2023-11-06,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Exact Systems Hemarpol Częstochowa,1,3,26,22,23,21,0,24,25,25,25,0
Plusliga,1102778,2024,2023-10-29,Barkom Każany Lwów,Trefl Gdańsk,0,3,22,22,20,0,0,25,25,25,0,0
Plusliga,1102779,2024,2023-11-02,PGE GiEK Skra Bełchatów,BOGDANKA LUK Lublin,1,3,16,22,26,19,0,25,25,24,25,0
Plusliga,1102780,2024,2023-11-05,Ślepsk Malow Suwałki,Enea Czarni Radom,3,0,25,25,25,0,0,18,18,19,0,0
Plusliga,1102781,2024,2023-11-05,Aluron CMC Warta Zawiercie,GKS Katowice,3,2,25,25,23,22,15,23,19,25,25,12
Plusliga,1102782,2024,2023-10-27,PSG Stal Nysa,PGE GiEK Skra Bełchatów,2,3,22,25,25,21,14,25,21,18,25,16
Plusliga,1102783,2024,2023-11-08,Jastrzębski Węgiel,Asseco Resovia Rzeszów,3,1,25,23,25,25,0,23,25,23,20,0
Plusliga,1102784,2024,2023-10-28,Indykpol AZS Olsztyn,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,19,21,24,0,0,25,25,26,0,0
Plusliga,1102785,2024,2023-10-28,Exact Systems Hemarpol Częstochowa,Jastrzębski Węgiel,0,3,15,20,21,0,0,25,25,25,0,0
Plusliga,1102786,2024,2023-10-29,KGHM Cuprum Lubin,BOGDANKA LUK Lublin,2,3,25,23,21,25,11,14,25,25,17,15
Plusliga,1102787,2024,2023-10-29,Asseco Resovia Rzeszów,Aluron CMC Warta Zawiercie,3,2,19,19,34,25,15,25,25,32,18,10
Plusliga,1102788,2024,2023-10-30,GKS Katowice,Ślepsk Malow Suwałki,0,3,19,22,16,0,0,25,25,25,0,0
Plusliga,1102789,2024,2023-11-04,Trefl Gdańsk,KGHM Cuprum Lubin,3,0,25,25,26,0,0,20,15,24,0,0
Plusliga,1102790,2024,2023-11-04,Projekt Warszawa,Barkom Każany Lwów,3,1,25,31,22,25,0,17,29,25,21,0
Plusliga,1102791,2024,2023-12-30,Indykpol AZS Olsztyn,PGE GiEK Skra Bełchatów,1,3,28,17,17,20,0,26,25,25,25,0
Plusliga,1102792,2024,2023-11-12,Exact Systems Hemarpol Częstochowa,PSG Stal Nysa,0,3,22,16,18,0,0,25,25,25,0,0
Plusliga,1102793,2024,2023-11-04,PSG Stal Nysa,Indykpol AZS Olsztyn,2,3,25,23,25,17,15,16,25,18,25,17
Plusliga,1102794,2024,2023-11-11,Asseco Resovia Rzeszów,Grupa Azoty ZAKSA Kędzierzyn-Koźle,3,0,32,25,25,0,0,30,17,16,0,0
Plusliga,1102795,2024,2023-11-11,GKS Katowice,Jastrzębski Węgiel,1,3,14,25,22,22,0,25,23,25,25,0
Plusliga,1102796,2024,2023-11-13,Enea Czarni Radom,Aluron CMC Warta Zawiercie,0,3,18,17,20,0,0,25,25,25,0,0
Plusliga,1102797,2024,2023-11-16,Ślepsk Malow Suwałki,KGHM Cuprum Lubin,0,3,20,23,17,0,0,25,25,25,0,0
Plusliga,1102798,2024,2023-11-15,Indykpol AZS Olsztyn,Exact Systems Hemarpol Częstochowa,3,1,21,27,25,26,0,25,25,21,24,0
Plusliga,1102799,2024,2023-11-12,Barkom Każany Lwów,Ślepsk Malow Suwałki,3,1,25,22,25,27,0,23,25,18,25,0
Plusliga,1102800,2024,2023-11-15,PSG Stal Nysa,Asseco Resovia Rzeszów,2,3,24,25,25,17,11,26,22,21,25,15
Plusliga,1102801,2024,2023-11-10,BOGDANKA LUK Lublin,Trefl Gdańsk,3,2,21,25,25,18,15,25,21,18,25,10
Plusliga,1102802,2024,2023-11-15,Projekt Warszawa,BOGDANKA LUK Lublin,3,2,27,20,23,25,15,25,25,25,16,12
Plusliga,1102803,2024,2023-11-18,Trefl Gdańsk,Projekt Warszawa,0,3,24,23,19,0,0,26,25,25,0,0
Plusliga,1102804,2024,2023-11-14,Grupa Azoty ZAKSA Kędzierzyn-Koźle,GKS Katowice,3,1,28,25,21,25,0,26,15,25,23,0
Plusliga,1102805,2024,2023-11-18,Asseco Resovia Rzeszów,Indykpol AZS Olsztyn,3,0,25,25,25,0,0,19,17,20,0,0
Plusliga,1102806,2024,2023-11-20,BOGDANKA LUK Lublin,Ślepsk Malow Suwałki,3,0,25,25,25,0,0,20,19,18,0,0
Plusliga,1102807,2024,2023-11-16,Jastrzębski Węgiel,Enea Czarni Radom,3,0,25,25,25,0,0,20,20,18,0,0
Plusliga,1102808,2024,2023-11-09,KGHM Cuprum Lubin,Projekt Warszawa,0,3,19,20,21,0,0,25,25,25,0,0
Plusliga,1102809,2024,2023-11-14,PGE GiEK Skra Bełchatów,Trefl Gdańsk,1,3,24,26,25,16,0,26,28,20,25,0
Plusliga,1102810,2024,2023-11-20,KGHM Cuprum Lubin,Aluron CMC Warta Zawiercie,0,3,20,24,21,0,0,25,26,25,0,0
Plusliga,1102811,2024,2023-11-16,Aluron CMC Warta Zawiercie,Barkom Każany Lwów,3,0,25,25,26,0,0,11,19,24,0,0
Plusliga,1102812,2024,2023-11-19,GKS Katowice,PSG Stal Nysa,1,3,25,19,22,20,0,14,25,25,25,0
Plusliga,1102813,2024,2023-11-18,Exact Systems Hemarpol Częstochowa,PGE GiEK Skra Bełchatów,3,1,23,27,25,25,0,25,25,23,19,0
Plusliga,1102814,2024,2023-11-19,Enea Czarni Radom,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,26,21,20,0,0,28,25,25,0,0
Plusliga,1102815,2024,2023-11-19,Barkom Każany Lwów,Jastrzębski Węgiel,0,3,18,15,19,0,0,25,25,25,0,0
Plusliga,1102816,2024,2023-11-24,Ślepsk Malow Suwałki,Trefl Gdańsk,0,3,16,21,34,0,0,25,25,36,0,0
Plusliga,1102817,2024,2023-11-26,Aluron CMC Warta Zawiercie,BOGDANKA LUK Lublin,3,0,25,25,29,0,0,19,21,27,0,0
Plusliga,1102818,2024,2023-11-25,PGE GiEK Skra Bełchatów,Projekt Warszawa,3,1,25,21,27,25,0,21,25,25,23,0
Plusliga,1102819,2024,2023-11-25,Jastrzębski Węgiel,KGHM Cuprum Lubin,3,0,25,25,25,0,0,19,21,17,0,0
Plusliga,1102820,2024,2023-11-25,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Barkom Każany Lwów,1,3,23,20,25,15,0,25,25,22,25,0
Plusliga,1102821,2024,2023-11-26,PSG Stal Nysa,Enea Czarni Radom,3,1,25,19,25,25,0,17,25,22,23,0
Plusliga,1102822,2024,2023-11-27,Indykpol AZS Olsztyn,GKS Katowice,3,0,25,25,25,0,0,18,16,16,0,0
Plusliga,1102823,2024,2023-11-26,Exact Systems Hemarpol Częstochowa,Asseco Resovia Rzeszów,1,3,18,32,18,19,0,25,30,25,25,0
Plusliga,1102824,2024,2023-12-02,Asseco Resovia Rzeszów,PGE GiEK Skra Bełchatów,3,0,25,25,25,0,0,20,23,21,0,0
Plusliga,1102825,2024,2023-12-01,GKS Katowice,Exact Systems Hemarpol Częstochowa,3,2,33,18,19,28,15,31,25,25,26,11
Plusliga,1102826,2024,2023-12-01,Enea Czarni Radom,Indykpol AZS Olsztyn,0,3,16,25,17,0,0,25,27,25,0,0
Plusliga,1102827,2024,2023-11-30,Barkom Każany Lwów,PSG Stal Nysa,1,3,23,17,25,22,0,25,25,22,25,0
Plusliga,1102828,2024,2023-12-03,Grupa Azoty ZAKSA Kędzierzyn-Koźle,KGHM Cuprum Lubin,3,0,25,25,25,0,0,15,17,18,0,0
Plusliga,1102829,2024,2023-12-02,BOGDANKA LUK Lublin,Jastrzębski Węgiel,0,3,14,21,11,0,0,25,25,25,0,0
Plusliga,1102830,2024,2023-12-03,Aluron CMC Warta Zawiercie,Trefl Gdańsk,3,1,25,29,25,25,0,21,31,17,15,0
Plusliga,1102831,2024,2023-12-02,Projekt Warszawa,Ślepsk Malow Suwałki,3,0,25,25,25,0,0,15,22,13,0,0
Plusliga,1102832,2024,2023-12-05,PGE GiEK Skra Bełchatów,Ślepsk Malow Suwałki,1,3,21,21,25,23,0,25,25,20,25,0
Plusliga,1102833,2024,2023-12-05,Jastrzębski Węgiel,Trefl Gdańsk,3,0,25,25,30,0,0,20,20,28,0,0
Plusliga,1102834,2024,2023-12-06,Aluron CMC Warta Zawiercie,Projekt Warszawa,0,3,19,22,22,0,0,25,25,25,0,0
Plusliga,1102835,2024,2023-12-06,Grupa Azoty ZAKSA Kędzierzyn-Koźle,BOGDANKA LUK Lublin,2,3,25,17,25,17,19,20,25,20,25,21
Plusliga,1102836,2024,2023-12-21,PSG Stal Nysa,KGHM Cuprum Lubin,3,1,25,25,23,25,0,20,19,25,16,0
Plusliga,1102837,2024,2023-12-06,Indykpol AZS Olsztyn,Barkom Każany Lwów,2,3,25,24,20,25,14,23,26,25,13,16
Plusliga,1102838,2024,2023-12-07,Exact Systems Hemarpol Częstochowa,Enea Czarni Radom,2,3,25,25,23,13,10,17,19,25,25,15
Plusliga,1102839,2024,2023-12-05,Asseco Resovia Rzeszów,GKS Katowice,3,0,25,28,32,0,0,20,26,30,0,0
Plusliga,1102840,2024,2023-12-09,GKS Katowice,PGE GiEK Skra Bełchatów,0,3,21,18,20,0,0,25,25,25,0,0
Plusliga,1102841,2024,2023-12-11,Enea Czarni Radom,Asseco Resovia Rzeszów,2,3,26,17,21,27,7,24,25,25,25,15
Plusliga,1102842,2024,2023-12-10,Barkom Każany Lwów,Exact Systems Hemarpol Częstochowa,3,1,20,25,25,25,0,25,18,16,22,0
Plusliga,1102843,2024,2023-12-09,KGHM Cuprum Lubin,Indykpol AZS Olsztyn,0,3,23,22,14,0,0,25,25,25,0,0
Plusliga,1102844,2024,2023-12-11,BOGDANKA LUK Lublin,PSG Stal Nysa,3,1,23,25,25,25,0,25,23,20,20,0
Plusliga,1102845,2024,2023-12-10,Trefl Gdańsk,Grupa Azoty ZAKSA Kędzierzyn-Koźle,3,0,25,25,25,0,0,20,20,21,0,0
Plusliga,1102846,2024,2023-12-10,Projekt Warszawa,Jastrzębski Węgiel,3,1,25,11,25,25,0,22,25,23,23,0
Plusliga,1102847,2024,2023-12-16,Exact Systems Hemarpol Częstochowa,KGHM Cuprum Lubin,3,1,21,25,27,26,0,25,21,25,24,0
Plusliga,1102848,2024,2023-12-09,Ślepsk Malow Suwałki,Aluron CMC Warta Zawiercie,0,3,22,21,22,0,0,25,25,25,0,0
Plusliga,1102849,2024,2024-01-03,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Aluron CMC Warta Zawiercie,1,3,20,17,25,20,0,25,25,21,25,0
Plusliga,1102850,2024,2023-12-18,Asseco Resovia Rzeszów,Barkom Każany Lwów,3,1,25,25,21,28,0,20,21,25,26,0
Plusliga,1102851,2024,2023-12-15,GKS Katowice,Enea Czarni Radom,3,0,25,25,25,0,0,21,19,22,0,0
Plusliga,1102852,2024,2023-12-22,BOGDANKA LUK Lublin,Exact Systems Hemarpol Częstochowa,1,3,25,25,20,18,0,23,27,25,25,0
Plusliga,1102853,2024,2023-12-29,KGHM Cuprum Lubin,Asseco Resovia Rzeszów,1,3,25,17,25,22,0,27,25,16,25,0
Plusliga,1102854,2024,2023-12-17,PGE GiEK Skra Bełchatów,Aluron CMC Warta Zawiercie,0,3,22,19,21,0,0,25,25,25,0,0
Plusliga,1102855,2024,2024-01-03,Exact Systems Hemarpol Częstochowa,Trefl Gdańsk,3,1,26,25,26,25,0,24,16,28,17,0
Plusliga,1102856,2024,2023-12-23,Enea Czarni Radom,PGE GiEK Skra Bełchatów,1,3,23,25,19,26,0,25,22,25,28,0
Plusliga,1102857,2024,2023-12-22,Ślepsk Malow Suwałki,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,23,30,22,0,0,25,32,25,0,0
Plusliga,1102858,2024,2024-01-04,PSG Stal Nysa,Ślepsk Malow Suwałki,3,0,25,25,25,0,0,23,19,18,0,0
Plusliga,1102859,2024,2023-12-16,Jastrzębski Węgiel,Ślepsk Malow Suwałki,3,0,25,25,25,0,0,17,18,19,0,0
Plusliga,1102860,2024,2023-12-30,Aluron CMC Warta Zawiercie,Jastrzębski Węgiel,3,1,21,27,25,25,0,25,25,19,21,0
Plusliga,1102861,2024,2023-12-29,Projekt Warszawa,PSG Stal Nysa,3,0,25,25,25,0,0,19,15,22,0,0
Plusliga,1102862,2024,2023-12-16,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Projekt Warszawa,1,3,25,21,20,22,0,22,25,25,25,0
Plusliga,1102863,2024,2023-12-23,Trefl Gdańsk,Indykpol AZS Olsztyn,3,0,29,25,25,0,0,27,22,21,0,0
Plusliga,1102864,2024,2023-12-17,PSG Stal Nysa,Trefl Gdańsk,3,0,25,25,25,0,0,22,20,22,0,0
Plusliga,1102865,2024,2023-12-17,Indykpol AZS Olsztyn,BOGDANKA LUK Lublin,2,3,29,25,18,20,9,27,23,25,25,15
Plusliga,1102866,2024,2023-12-30,Barkom Każany Lwów,GKS Katowice,1,3,25,21,21,20,0,22,25,25,25,0
Plusliga,1102867,2024,2024-01-02,PGE GiEK Skra Bełchatów,Jastrzębski Węgiel,1,3,22,18,25,18,0,25,25,23,25,0
Plusliga,1102868,2024,2024-01-02,Indykpol AZS Olsztyn,Projekt Warszawa,3,0,27,25,25,0,0,25,19,19,0,0
Plusliga,1102869,2024,2024-03-06,Exact Systems Hemarpol Częstochowa,GKS Katowice,3,2,25,25,22,21,16,21,19,25,25,14
Plusliga,1102870,2024,2024-03-05,PSG Stal Nysa,Barkom Każany Lwów,3,0,25,25,25,0,0,23,18,18,0,0
Plusliga,1102871,2024,2024-03-05,KGHM Cuprum Lubin,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,14,20,20,0,0,25,25,25,0,0
Plusliga,1102872,2024,2024-01-13,Aluron CMC Warta Zawiercie,Indykpol AZS Olsztyn,3,2,25,21,23,26,15,17,25,25,24,12
Plusliga,1102873,2024,2024-01-07,BOGDANKA LUK Lublin,GKS Katowice,3,0,25,25,25,0,0,23,22,22,0,0
Plusliga,1102874,2024,2024-01-13,Projekt Warszawa,Asseco Resovia Rzeszów,1,3,25,21,19,20,0,23,25,25,25,0
Plusliga,1102875,2024,2024-01-05,Projekt Warszawa,Exact Systems Hemarpol Częstochowa,3,1,25,23,25,25,0,21,25,19,21,0
Plusliga,1102876,2024,2024-01-03,Asseco Resovia Rzeszów,BOGDANKA LUK Lublin,3,2,24,22,26,30,15,26,25,24,28,9
Plusliga,1102877,2024,2024-01-06,Trefl Gdańsk,Asseco Resovia Rzeszów,3,1,25,25,31,25,0,20,23,33,19,0
Plusliga,1102878,2024,2024-01-08,KGHM Cuprum Lubin,Enea Czarni Radom,3,0,25,26,25,0,0,22,24,15,0,0
Plusliga,1102879,2024,2024-01-14,Trefl Gdańsk,GKS Katowice,2,3,20,28,14,25,13,25,26,25,21,15
Plusliga,1102880,2024,2024-01-12,Ślepsk Malow Suwałki,Exact Systems Hemarpol Częstochowa,3,0,25,25,25,0,0,21,18,23,0,0
Plusliga,1102881,2024,2024-01-14,PGE GiEK Skra Bełchatów,Grupa Azoty ZAKSA Kędzierzyn-Koźle,3,0,25,28,25,0,0,12,26,22,0,0
Plusliga,1102882,2024,2024-01-04,GKS Katowice,KGHM Cuprum Lubin,3,0,25,25,25,0,0,22,23,22,0,0
Plusliga,1102883,2024,2024-01-14,Jastrzębski Węgiel,PSG Stal Nysa,3,1,20,25,25,25,0,25,21,20,15,0
Plusliga,1102884,2024,2024-01-12,Enea Czarni Radom,BOGDANKA LUK Lublin,0,3,23,22,23,0,0,25,25,25,0,0
Plusliga,1102885,2024,2024-01-05,Barkom Każany Lwów,PGE GiEK Skra Bełchatów,2,3,22,26,16,25,10,25,24,25,20,15
Plusliga,1102886,2024,2024-01-07,Aluron CMC Warta Zawiercie,PSG Stal Nysa,3,0,25,25,25,0,0,14,17,16,0,0
Plusliga,1102887,2024,2024-01-18,KGHM Cuprum Lubin,PGE GiEK Skra Bełchatów,1,3,25,22,19,18,0,20,25,25,25,0
Plusliga,1102888,2024,2024-01-07,Ślepsk Malow Suwałki,Indykpol AZS Olsztyn,3,1,25,27,18,26,0,23,25,25,24,0
Plusliga,1102889,2024,2024-01-02,Enea Czarni Radom,Barkom Każany Lwów,3,1,25,25,21,25,0,19,14,25,18,0
Plusliga,1102890,2024,2024-03-06,PGE GiEK Skra Bełchatów,Asseco Resovia Rzeszów,0,3,22,23,24,0,0,25,25,26,0,0
Plusliga,1102891,2024,2024-01-06,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,1,3,25,22,22,24,0,23,25,25,26,0
Plusliga,1102892,2024,2024-03-05,Indykpol AZS Olsztyn,Enea Czarni Radom,3,1,23,25,25,25,0,25,22,17,19,0
Plusliga,1102893,2024,2024-03-01,Barkom Każany Lwów,KGHM Cuprum Lubin,3,2,34,25,32,25,16,36,22,34,22,14
Plusliga,1102894,2024,2024-01-20,Trefl Gdańsk,Enea Czarni Radom,3,0,25,25,25,0,0,18,16,22,0,0
Plusliga,1102895,2024,2024-01-19,Barkom Każany Lwów,BOGDANKA LUK Lublin,3,1,29,37,22,29,0,27,35,25,27,0
Plusliga,1102896,2024,2024-01-19,GKS Katowice,Projekt Warszawa,0,3,18,14,21,0,0,25,25,25,0,0
Plusliga,1102897,2024,2024-01-27,BOGDANKA LUK Lublin,PGE GiEK Skra Bełchatów,3,0,25,27,25,0,0,17,25,19,0,0
Plusliga,1102898,2024,2024-01-24,Trefl Gdańsk,Barkom Każany Lwów,3,0,25,25,25,0,0,17,17,18,0,0
Plusliga,1102899,2024,2024-01-21,Asseco Resovia Rzeszów,Ślepsk Malow Suwałki,3,1,25,21,25,25,0,14,25,15,22,0
Plusliga,1102900,2024,2024-02-02,PGE GiEK Skra Bełchatów,Indykpol AZS Olsztyn,0,3,23,20,20,0,0,25,25,25,0,0
Plusliga,1102901,2024,2024-01-23,Jastrzębski Węgiel,Exact Systems Hemarpol Częstochowa,3,0,25,27,25,0,0,20,25,19,0,0
Plusliga,1102902,2024,2024-01-21,Exact Systems Hemarpol Częstochowa,Aluron CMC Warta Zawiercie,0,3,23,20,18,0,0,25,25,25,0,0
Plusliga,1102903,2024,2024-02-02,PSG Stal Nysa,Exact Systems Hemarpol Częstochowa,3,2,20,26,22,25,15,25,24,25,22,9
Plusliga,1102904,2024,2024-01-27,Barkom Każany Lwów,Projekt Warszawa,0,3,17,13,19,0,0,25,25,25,0,0
Plusliga,1102905,2024,2024-01-20,Indykpol AZS Olsztyn,Jastrzębski Węgiel,0,3,22,20,22,0,0,25,25,25,0,0
Plusliga,1102906,2024,2024-01-20,PSG Stal Nysa,Grupa Azoty ZAKSA Kędzierzyn-Koźle,0,3,21,17,22,0,0,25,25,25,0,0
Plusliga,1102907,2024,2024-01-30,KGHM Cuprum Lubin,Trefl Gdańsk,3,2,25,20,21,25,15,21,25,25,21,10
Plusliga,1102908,2024,2024-01-29,Indykpol AZS Olsztyn,PSG Stal Nysa,2,3,25,28,22,25,10,16,30,25,23,15
Plusliga,1102909,2024,2024-01-25,Aluron CMC Warta Zawiercie,Asseco Resovia Rzeszów,3,1,21,25,29,25,0,25,18,27,23,0
Plusliga,1102910,2024,2024-01-25,Grupa Azoty ZAKSA Kędzierzyn-Koźle,Indykpol AZS Olsztyn,3,2,19,25,27,25,15,25,20,29,23,13
Plusliga,1102911,2024,2024-01-24,PGE GiEK Skra Bełchatów,PSG Stal Nysa,3,1,25,22,25,25,0,20,25,17,23,0
Plusliga,1102912,2024,2024-01-29,Enea Czarni Radom,Ślepsk Malow Suwałki,3,1,25,23,25,25,0,22,25,20,20,0
Plusliga,1102913,2024,2024-01-24,Projekt Warszawa,Enea Czarni Radom,3,0,25,25,25,0,0,17,12,22,0,0
Plusliga,1102914,2024,2024-01-28,Asseco Resovia Rzeszów,Jastrzębski Węgiel,1,3,21,25,21,14,0,25,22,25,25,0
Plusliga,1102915,2024,2024-01-23,BOGDANKA LUK Lublin,KGHM Cuprum Lubin,3,2,25,16,25,17,15,13,25,23,25,4
Plusliga,1102916,2024,2024-01-25,Ślepsk Malow Suwałki,GKS Katowice,3,2,22,25,25,17,15,25,22,20,25,12
